Sample,Age,City,Date,Event,Sample,Sport,State
CPR_SH.FS026,Kid,Chittenango,9/4/2013,PWBears,FS026,Cheer,NY
CPR_SH.FS027,Kid,Chittenango,9/4/2013,PWBears,FS027,Cheer,NY
CPR_SH.FS028,Kid,Chittenango,9/4/2013,PWBears,FS028,Cheer,NY
CPR_SH.FS029,Kid,Chittenango,9/4/2013,PWBears,FS029,Cheer,NY
CPR_SH.FS030,Kid,Chittenango,9/4/2013,PWBears,FS030,Cheer,NY
CPR_SH.FS031,Kid,Chittenango,9/4/2013,PWBears,FS031,Cheer,NY
CPR_SH.FS032,Kid,Chittenango,9/4/2013,PWBears,FS032,Cheer,NY
CPR_SH.FS033,Kid,Chittenango,9/4/2013,PWBears,FS033,Cheer,NY
CPR_SH.FS034,Kid,Chittenango,9/4/2013,PWBears,FS034,Cheer,NY
CPR_SH.FS035,Kid,Chittenango,9/4/2013,PWBears,FS035,Cheer,NY
CPR_SH.FS036,Kid,Chittenango,9/4/2013,PWBears,FS036,Cheer,NY
CPR_SH.FS038,Kid,Chittenango,9/4/2013,PWBears,FS038,Cheer,NY
CPR_SH.FS039,Kid,Chittenango,9/4/2013,PWBears,FS039,Cheer,NY
CPR_SH.FS040,Kid,Chittenango,9/4/2013,PWBears,FS040,Cheer,NY
CPR_CP.AB025,Kid,Orlando,9/7/2013,PWBrantley,AB025,Cheer,FL
CPR_CP.AD021,Kid,Orlando,9/7/2013,PWBrantley,AD021,Cheer,FL
CPR_CP.AD022,Kid,Orlando,9/7/2013,PWBrantley,AD022,Cheer,FL
CPR_CP.AD023,Kid,Orlando,9/7/2013,PWBrantley,AD023,Cheer,FL
CPR_CP.AD024,Kid,Orlando,9/7/2013,PWBrantley,AD024,Cheer,FL
CPR_CP.AD025,Kid,Orlando,9/7/2013,PWBrantley,AD025,Cheer,FL
CPR_CP.AD026,Kid,Orlando,9/7/2013,PWBrantley,AD026,Cheer,FL
CPR_CP.AD027,Kid,Orlando,9/7/2013,PWBrantley,AD027,Cheer,FL
CPR_CP.AD028,Kid,Orlando,9/7/2013,PWBrantley,AD028,Cheer,FL
CPR_CP.AD029,Kid,Orlando,9/7/2013,PWBrantley,AD029,Cheer,FL
CPR_CP.AD030,Kid,Orlando,9/7/2013,PWBrantley,AD030,Cheer,FL
CPR_CP.AD031,Kid,Orlando,9/7/2013,PWBrantley,AD031,Cheer,FL
CPR_CP.AD032,Kid,Orlando,9/7/2013,PWBrantley,AD032,Cheer,FL
CPR_CP.AD033,Kid,Orlando,9/7/2013,PWBrantley,AD033,Cheer,FL
CPR_CP.AD034,Kid,Orlando,9/7/2013,PWBrantley,AD034,Cheer,FL
CPR_CP.AD035,Kid,Orlando,9/7/2013,PWBrantley,AD035,Cheer,FL
CPR_CP.AD036,Kid,Orlando,9/7/2013,PWBrantley,AD036,Cheer,FL
CPR_CP.AD037,Kid,Orlando,9/7/2013,PWBrantley,AD037,Cheer,FL
CPR_CP.AD038,Kid,Orlando,9/7/2013,PWBrantley,AD038,Cheer,FL
CPR_CP.AD040,Kid,Orlando,9/7/2013,PWBrantley,AD040,Cheer,FL
CPR_SH.AB025,Kid,Orlando,9/7/2013,PWBrantley,AB025,Cheer,FL
CPR_SH.AD021,Kid,Orlando,9/7/2013,PWBrantley,AD021,Cheer,FL
CPR_SH.AD022,Kid,Orlando,9/7/2013,PWBrantley,AD022,Cheer,FL
CPR_SH.AD023,Kid,Orlando,9/7/2013,PWBrantley,AD023,Cheer,FL
CPR_SH.AD024,Kid,Orlando,9/7/2013,PWBrantley,AD024,Cheer,FL
CPR_SH.AD025,Kid,Orlando,9/7/2013,PWBrantley,AD025,Cheer,FL
CPR_SH.AD026,Kid,Orlando,9/7/2013,PWBrantley,AD026,Cheer,FL
CPR_SH.AD027,Kid,Orlando,9/7/2013,PWBrantley,AD027,Cheer,FL
CPR_SH.AD028,Kid,Orlando,9/7/2013,PWBrantley,AD028,Cheer,FL
CPR_SH.AD029,Kid,Orlando,9/7/2013,PWBrantley,AD029,Cheer,FL
CPR_SH.AD030,Kid,Orlando,9/7/2013,PWBrantley,AD030,Cheer,FL
CPR_SH.AD031,Kid,Orlando,9/7/2013,PWBrantley,AD031,Cheer,FL
CPR_SH.AD032,Kid,Orlando,9/7/2013,PWBrantley,AD032,Cheer,FL
CPR_SH.AD033,Kid,Orlando,9/7/2013,PWBrantley,AD033,Cheer,FL
CPR_SH.AD034,Kid,Orlando,9/7/2013,PWBrantley,AD034,Cheer,FL
CPR_SH.AD035,Kid,Orlando,9/7/2013,PWBrantley,AD035,Cheer,FL
CPR_SH.AD036,Kid,Orlando,9/7/2013,PWBrantley,AD036,Cheer,FL
CPR_SH.AD037,Kid,Orlando,9/7/2013,PWBrantley,AD037,Cheer,FL
CPR_SH.AD038,Kid,Orlando,9/7/2013,PWBrantley,AD038,Cheer,FL
CPR_SH.AD040,Kid,Orlando,9/7/2013,PWBrantley,AD040,Cheer,FL
CPR_CP.FS001,Kid,San Diego,8/24/2013,PWCoronado,FS001,Cheer,CA
CPR_CP.FS002,Kid,San Diego,8/24/2013,PWCoronado,FS002,Cheer,CA
CPR_CP.FS003,Kid,San Diego,8/24/2013,PWCoronado,FS003,Cheer,CA
CPR_CP.FS004,Kid,San Diego,8/24/2013,PWCoronado,FS004,Cheer,CA
CPR_CP.FS005,Kid,San Diego,8/24/2013,PWCoronado,FS005,Cheer,CA
CPR_CP.FS006,Kid,San Diego,8/24/2013,PWCoronado,FS006,Cheer,CA
CPR_CP.FS007,Kid,San Diego,8/24/2013,PWCoronado,FS007,Cheer,CA
CPR_SH.FS001,Kid,San Diego,8/24/2013,PWCoronado,FS001,Cheer,CA
CPR_SH.FS002,Kid,San Diego,8/24/2013,PWCoronado,FS002,Cheer,CA
CPR_SH.FS003,Kid,San Diego,8/24/2013,PWCoronado,FS003,Cheer,CA
CPR_SH.FS004,Kid,San Diego,8/24/2013,PWCoronado,FS004,Cheer,CA
CPR_SH.FS005,Kid,San Diego,8/24/2013,PWCoronado,FS005,Cheer,CA
CPR_SH.FS006,Kid,San Diego,8/24/2013,PWCoronado,FS006,Cheer,CA
CPR_SH.FS007,Kid,San Diego,8/24/2013,PWCoronado,FS007,Cheer,CA
CPR_CP.AB087,Kid,Castro Valley,9/29/2013,PWGladiators,AB087,Cheer,CA
CPR_CP.AB088,Kid,Castro Valley,9/29/2013,PWGladiators,AB088,Cheer,CA
CPR_CP.AB089,Kid,Castro Valley,9/29/2013,PWGladiators,AB089,Cheer,CA
CPR_CP.AB091,Kid,Castro Valley,9/29/2013,PWGladiators,AB091,Cheer,CA
CPR_CP.AB092,Kid,Castro Valley,9/29/2013,PWGladiators,AB092,Cheer,CA
CPR_CP.AB096,Kid,Castro Valley,9/29/2013,PWGladiators,AB096,Cheer,CA
CPR_CP.AB098,Kid,Castro Valley,9/29/2013,PWGladiators,AB098,Cheer,CA
CPR_SH.AB087,Kid,Castro Valley,9/29/2013,PWGladiators,AB087,Cheer,CA
CPR_SH.AB090,Kid,Castro Valley,9/29/2013,PWGladiators,AB090,Cheer,CA
CPR_SH.AB092,Kid,Castro Valley,9/29/2013,PWGladiators,AB092,Cheer,CA
CPR_SH.AB096,Kid,Castro Valley,9/29/2013,PWGladiators,AB096,Cheer,CA
CPR_SH.AB098,Kid,Castro Valley,9/29/2013,PWGladiators,AB098,Cheer,CA
CPR_CP.FY021,Adult,Landover,10/29/2013,Redskins,FY021,Football,MA
CPR_CP.FY026,Adult,Landover,10/29/2013,Redskins,FY026,Football,MA
CPR_CP.FY033,Adult,Landover,10/29/2013,Redskins,FY033,Football,MA
CPR_SH.FY021,Adult,Landover,10/29/2013,Redskins,FY021,Football,MA
CPR_SH.FY026,Adult,Landover,10/29/2013,Redskins,FY026,Football,MA
CPR_SH.FY033,Adult,Landover,10/29/2013,Redskins,FY033,Football,MA
CPR_CP.MA002,Adult,Durham,2/17/2014,ScienceOnline,MA002,,NC
CPR_CP.MA003,Adult,Durham,2/17/2014,ScienceOnline,MA003,,NC
CPR_CP.MA006,Adult,Durham,2/17/2014,ScienceOnline,MA006,,NC
CPR_CP.MA007,Adult,Durham,2/17/2014,ScienceOnline,MA007,,NC
CPR_CP.MA010,Adult,Durham,2/17/2014,ScienceOnline,MA010,,NC
CPR_CP.MA014,Adult,Durham,2/17/2014,ScienceOnline,MA014,,NC
CPR_CP.MA015,Adult,Durham,2/17/2014,ScienceOnline,MA015,,NC
CPR_CP.MA016,Adult,Durham,2/17/2014,ScienceOnline,MA016,,NC
CPR_CP.MA018,Adult,Durham,2/17/2014,ScienceOnline,MA018,,NC
CPR_CP.MA020,Adult,Durham,2/17/2014,ScienceOnline,MA020,,NC
CPR_CP.MA021,Adult,Durham,2/17/2014,ScienceOnline,MA021,,NC
CPR_CP.MA024,Adult,Durham,2/17/2014,ScienceOnline,MA024,,NC
CPR_CP.MA025,Adult,Durham,2/17/2014,ScienceOnline,MA025,,NC
CPR_CP.MA029,Adult,Durham,2/17/2014,ScienceOnline,MA029,,NC
CPR_CP.MA030,Adult,Durham,2/17/2014,ScienceOnline,MA030,,NC
CPR_CP.MA031,Adult,Durham,2/17/2014,ScienceOnline,MA031,,NC
CPR_CP.MA033,Adult,Durham,2/17/2014,ScienceOnline,MA033,,NC
CPR_CP.MA036,Adult,Durham,2/17/2014,ScienceOnline,MA036,,NC
CPR_CP.MA037,Adult,Durham,2/17/2014,ScienceOnline,MA037,,NC
CPR_CP.MA040,Adult,Durham,2/17/2014,ScienceOnline,MA040,,NC
CPR_CP.MA041,Adult,Durham,2/17/2014,ScienceOnline,MA041,,NC
CPR_CP.MA042,Adult,Durham,2/17/2014,ScienceOnline,MA042,,NC
CPR_CP.MA043,Adult,Durham,2/17/2014,ScienceOnline,MA043,,NC
CPR_CP.MA044,Adult,Durham,2/17/2014,ScienceOnline,MA044,,NC
CPR_CP.MA045,Adult,Durham,2/17/2014,ScienceOnline,MA045,,NC
CPR_CP.MA046,Adult,Durham,2/17/2014,ScienceOnline,MA046,,NC
CPR_CP.MA047,Adult,Durham,2/17/2014,ScienceOnline,MA047,,NC
CPR_CP.MA048,Adult,Durham,2/17/2014,ScienceOnline,MA048,,NC
CPR_CP.MA049,Adult,Durham,2/17/2014,ScienceOnline,MA049,,NC
CPR_CP.MA053,Adult,Durham,2/17/2014,ScienceOnline,MA053,,NC
CPR_CP.MA054,Adult,Durham,2/17/2014,ScienceOnline,MA054,,NC
CPR_CP.MA059,Adult,Durham,2/17/2014,ScienceOnline,MA059,,NC
CPR_CP.MA060,Adult,Durham,2/17/2014,ScienceOnline,MA060,,NC
CPR_CP.MA061,Adult,Durham,2/17/2014,ScienceOnline,MA061,,NC
CPR_CP.MA062,Adult,Durham,2/17/2014,ScienceOnline,MA062,,NC
CPR_CP.MA063,Adult,Durham,2/17/2014,ScienceOnline,MA063,,NC
CPR_CP.MA064,Adult,Durham,2/17/2014,ScienceOnline,MA064,,NC
CPR_CP.MA065,Adult,Durham,2/17/2014,ScienceOnline,MA065,,NC
CPR_CP.MA069,Adult,Durham,2/17/2014,ScienceOnline,MA069,,NC
CPR_CP.MA071,Adult,Durham,2/17/2014,ScienceOnline,MA071,,NC
CPR_CP.MA072,Adult,Durham,2/17/2014,ScienceOnline,MA072,,NC
CPR_CP.MA073,Adult,Durham,2/17/2014,ScienceOnline,MA073,,NC
CPR_CP.MA075,Adult,Durham,2/17/2014,ScienceOnline,MA075,,NC
CPR_CP.MA079,Adult,Durham,2/17/2014,ScienceOnline,MA079,,NC
CPR_CP.MA081,Adult,Durham,2/17/2014,ScienceOnline,MA081,,NC
CPR_CP.MA083,Adult,Durham,2/17/2014,ScienceOnline,MA083,,NC
CPR_CP.MA084,Adult,Durham,2/17/2014,ScienceOnline,MA084,,NC
CPR_CP.MA085,Adult,Durham,2/17/2014,ScienceOnline,MA085,,NC
CPR_CP.MA087,Adult,Durham,2/17/2014,ScienceOnline,MA087,,NC
CPR_CP.MA093,Adult,Durham,2/17/2014,ScienceOnline,MA093,,NC
CPR_CP.MA094,Adult,Durham,2/17/2014,ScienceOnline,MA094,,NC
CPR_CP.MA095,Adult,Durham,2/17/2014,ScienceOnline,MA095,,NC
CPR_CP.MA097,Adult,Durham,2/17/2014,ScienceOnline,MA097,,NC
CPR_CP.MA098,Adult,Durham,2/17/2014,ScienceOnline,MA098,,NC
CPR_CP.MA099,Adult,Durham,2/17/2014,ScienceOnline,MA099,,NC
CPR_CP.MA100,Adult,Durham,2/17/2014,ScienceOnline,MA100,,NC
CPR_CP.MB001,Adult,Durham,2/17/2014,ScienceOnline,MB001,,NC
CPR_CP.MB002,Adult,Durham,2/17/2014,ScienceOnline,MB002,,NC
CPR_CP.MB006,Adult,Durham,2/17/2014,ScienceOnline,MB006,,NC
CPR_CP.MB008,Adult,Durham,2/17/2014,ScienceOnline,MB008,,NC
CPR_CP.MB009,Adult,Durham,2/17/2014,ScienceOnline,MB009,,NC
CPR_CP.MB011,Adult,Durham,2/17/2014,ScienceOnline,MB011,,NC
CPR_CP.MB013,Adult,Durham,2/17/2014,ScienceOnline,MB013,,NC
CPR_CP.MB014,Adult,Durham,2/17/2014,ScienceOnline,MB014,,NC
CPR_CP.MB015,Adult,Durham,2/17/2014,ScienceOnline,MB015,,NC
CPR_CP.MB017,Adult,Durham,2/17/2014,ScienceOnline,MB017,,NC
CPR_CP.MB018,Adult,Durham,2/17/2014,ScienceOnline,MB018,,NC
CPR_CP.MB019,Adult,Durham,2/17/2014,ScienceOnline,MB019,,NC
CPR_CP.MB020,Adult,Durham,2/17/2014,ScienceOnline,MB020,,NC
CPR_CP.MB023,Adult,Durham,2/17/2014,ScienceOnline,MB023,,NC
CPR_CP.MB024,Adult,Durham,2/17/2014,ScienceOnline,MB024,,NC
CPR_CP.MB025,Adult,Durham,2/17/2014,ScienceOnline,MB025,,NC
CPR_CP.MB026,Adult,Durham,2/17/2014,ScienceOnline,MB026,,NC
CPR_CP.MB027,Adult,Durham,2/17/2014,ScienceOnline,MB027,,NC
CPR_CP.MB029,Adult,Durham,2/17/2014,ScienceOnline,MB029,,NC
CPR_CP.MB031,Adult,Durham,2/17/2014,ScienceOnline,MB031,,NC
CPR_CP.MB032,Adult,Durham,2/17/2014,ScienceOnline,MB032,,NC
CPR_CP.MB033,Adult,Durham,2/17/2014,ScienceOnline,MB033,,NC
CPR_CP.MB034,Adult,Durham,2/17/2014,ScienceOnline,MB034,,NC
CPR_CP.MB035,Adult,Durham,2/17/2014,ScienceOnline,MB035,,NC
CPR_CP.MB038,Adult,Durham,2/17/2014,ScienceOnline,MB038,,NC
CPR_CP.MB039,Adult,Durham,2/17/2014,ScienceOnline,MB039,,NC
CPR_CP.MB040,Adult,Durham,2/17/2014,ScienceOnline,MB040,,NC
CPR_CP.MB041,Adult,Durham,2/17/2014,ScienceOnline,MB041,,NC
CPR_CP.MB042,Adult,Durham,2/17/2014,ScienceOnline,MB042,,NC
CPR_CP.MB045,Adult,Durham,2/17/2014,ScienceOnline,MB045,,NC
CPR_CP.MB046,Adult,Durham,2/17/2014,ScienceOnline,MB046,,NC
CPR_CP.MB048,Adult,Durham,2/17/2014,ScienceOnline,MB048,,NC
CPR_CP.MB049,Adult,Durham,2/17/2014,ScienceOnline,MB049,,NC
CPR_CP.MB050,Adult,Durham,2/17/2014,ScienceOnline,MB050,,NC
CPR_CP.MB051,Adult,Durham,2/17/2014,ScienceOnline,MB051,,NC
CPR_CP.MB052,Adult,Durham,2/17/2014,ScienceOnline,MB052,,NC
CPR_CP.MB055,Adult,Durham,2/17/2014,ScienceOnline,MB055,,NC
CPR_CP.MB056,Adult,Durham,2/17/2014,ScienceOnline,MB056,,NC
CPR_CP.MB058,Adult,Durham,2/17/2014,ScienceOnline,MB058,,NC
CPR_CP.MB062,Adult,Durham,2/17/2014,ScienceOnline,MB062,,NC
CPR_CP.MB063,Adult,Durham,2/17/2014,ScienceOnline,MB063,,NC
CPR_CP.MB066,Adult,Durham,2/17/2014,ScienceOnline,MB066,,NC
CPR_CP.MB067,Adult,Durham,2/17/2014,ScienceOnline,MB067,,NC
CPR_CP.MB068,Adult,Durham,2/17/2014,ScienceOnline,MB068,,NC
CPR_CP.MB069,Adult,Durham,2/17/2014,ScienceOnline,MB069,,NC
CPR_CP.MB070,Adult,Durham,2/17/2014,ScienceOnline,MB070,,NC
CPR_CP.MB071,Adult,Durham,2/17/2014,ScienceOnline,MB071,,NC
CPR_CP.MB072,Adult,Durham,2/17/2014,ScienceOnline,MB072,,NC
CPR_CP.MB076,Adult,Durham,2/17/2014,ScienceOnline,MB076,,NC
CPR_CP.MB077,Adult,Durham,2/17/2014,ScienceOnline,MB077,,NC
CPR_CP.MB081,Adult,Durham,2/17/2014,ScienceOnline,MB081,,NC
CPR_CP.MB083,Adult,Durham,2/17/2014,ScienceOnline,MB083,,NC
CPR_CP.MB084,Adult,Durham,2/17/2014,ScienceOnline,MB084,,NC
CPR_CP.MB085,Adult,Durham,2/17/2014,ScienceOnline,MB085,,NC
CPR_CP.MB086,Adult,Durham,2/17/2014,ScienceOnline,MB086,,NC
CPR_CP.MB089,Adult,Durham,2/17/2014,ScienceOnline,MB089,,NC
CPR_CP.MB090,Adult,Durham,2/17/2014,ScienceOnline,MB090,,NC
CPR_CP.MB092,Adult,Durham,2/17/2014,ScienceOnline,MB092,,NC
CPR_CP.MB093,Adult,Durham,2/17/2014,ScienceOnline,MB093,,NC
CPR_CP.MB095,Adult,Durham,2/17/2014,ScienceOnline,MB095,,NC
CPR_CP.MB096,Adult,Durham,2/17/2014,ScienceOnline,MB096,,NC
CPR_CP.MB097,Adult,Durham,2/17/2014,ScienceOnline,MB097,,NC
CPR_CP.MB098,Adult,Durham,2/17/2014,ScienceOnline,MB098,,NC
CPR_CP.MB099,Adult,Durham,2/17/2014,ScienceOnline,MB099,,NC
CPR_CP.MB100,Adult,Durham,2/17/2014,ScienceOnline,MB100,,NC
CPR_SH.MA002,Adult,Durham,2/17/2014,ScienceOnline,MA002,,NC
CPR_SH.MA006,Adult,Durham,2/17/2014,ScienceOnline,MA006,,NC
CPR_SH.MA007,Adult,Durham,2/17/2014,ScienceOnline,MA007,,NC
CPR_SH.MA012,Adult,Durham,2/17/2014,ScienceOnline,MA012,,NC
CPR_SH.MA013,Adult,Durham,2/17/2014,ScienceOnline,MA013,,NC
CPR_SH.MA014,Adult,Durham,2/17/2014,ScienceOnline,MA014,,NC
CPR_SH.MA015,Adult,Durham,2/17/2014,ScienceOnline,MA015,,NC
CPR_SH.MA016,Adult,Durham,2/17/2014,ScienceOnline,MA016,,NC
CPR_SH.MA018,Adult,Durham,2/17/2014,ScienceOnline,MA018,,NC
CPR_SH.MA020,Adult,Durham,2/17/2014,ScienceOnline,MA020,,NC
CPR_SH.MA021,Adult,Durham,2/17/2014,ScienceOnline,MA021,,NC
CPR_SH.MA025,Adult,Durham,2/17/2014,ScienceOnline,MA025,,NC
CPR_SH.MA026,Adult,Durham,2/17/2014,ScienceOnline,MA026,,NC
CPR_SH.MA029,Adult,Durham,2/17/2014,ScienceOnline,MA029,,NC
CPR_SH.MA031,Adult,Durham,2/17/2014,ScienceOnline,MA031,,NC
CPR_SH.MA033,Adult,Durham,2/17/2014,ScienceOnline,MA033,,NC
CPR_SH.MA034,Adult,Durham,2/17/2014,ScienceOnline,MA034,,NC
CPR_SH.MA035,Adult,Durham,2/17/2014,ScienceOnline,MA035,,NC
CPR_SH.MA036,Adult,Durham,2/17/2014,ScienceOnline,MA036,,NC
CPR_SH.MA037,Adult,Durham,2/17/2014,ScienceOnline,MA037,,NC
CPR_SH.MA040,Adult,Durham,2/17/2014,ScienceOnline,MA040,,NC
CPR_SH.MA041,Adult,Durham,2/17/2014,ScienceOnline,MA041,,NC
CPR_SH.MA042,Adult,Durham,2/17/2014,ScienceOnline,MA042,,NC
CPR_SH.MA043,Adult,Durham,2/17/2014,ScienceOnline,MA043,,NC
CPR_SH.MA044,Adult,Durham,2/17/2014,ScienceOnline,MA044,,NC
CPR_SH.MA045,Adult,Durham,2/17/2014,ScienceOnline,MA045,,NC
CPR_SH.MA046,Adult,Durham,2/17/2014,ScienceOnline,MA046,,NC
CPR_SH.MA047,Adult,Durham,2/17/2014,ScienceOnline,MA047,,NC
CPR_SH.MA048,Adult,Durham,2/17/2014,ScienceOnline,MA048,,NC
CPR_SH.MA049,Adult,Durham,2/17/2014,ScienceOnline,MA049,,NC
CPR_SH.MA053,Adult,Durham,2/17/2014,ScienceOnline,MA053,,NC
CPR_SH.MA054,Adult,Durham,2/17/2014,ScienceOnline,MA054,,NC
CPR_SH.MA059,Adult,Durham,2/17/2014,ScienceOnline,MA059,,NC
CPR_SH.MA060,Adult,Durham,2/17/2014,ScienceOnline,MA060,,NC
CPR_SH.MA061,Adult,Durham,2/17/2014,ScienceOnline,MA061,,NC
CPR_SH.MA062,Adult,Durham,2/17/2014,ScienceOnline,MA062,,NC
CPR_SH.MA063,Adult,Durham,2/17/2014,ScienceOnline,MA063,,NC
CPR_SH.MA064,Adult,Durham,2/17/2014,ScienceOnline,MA064,,NC
CPR_SH.MA067,Adult,Durham,2/17/2014,ScienceOnline,MA067,,NC
CPR_SH.MA069,Adult,Durham,2/17/2014,ScienceOnline,MA069,,NC
CPR_SH.MA071,Adult,Durham,2/17/2014,ScienceOnline,MA071,,NC
CPR_SH.MA072,Adult,Durham,2/17/2014,ScienceOnline,MA072,,NC
CPR_SH.MA075,Adult,Durham,2/17/2014,ScienceOnline,MA075,,NC
CPR_SH.MA077,Adult,Durham,2/17/2014,ScienceOnline,MA077,,NC
CPR_SH.MA079,Adult,Durham,2/17/2014,ScienceOnline,MA079,,NC
CPR_SH.MA081,Adult,Durham,2/17/2014,ScienceOnline,MA081,,NC
CPR_SH.MA083,Adult,Durham,2/17/2014,ScienceOnline,MA083,,NC
CPR_SH.MA084,Adult,Durham,2/17/2014,ScienceOnline,MA084,,NC
CPR_SH.MA085,Adult,Durham,2/17/2014,ScienceOnline,MA085,,NC
CPR_SH.MA087,Adult,Durham,2/17/2014,ScienceOnline,MA087,,NC
CPR_SH.MA088,Adult,Durham,2/17/2014,ScienceOnline,MA088,,NC
CPR_SH.MA089,Adult,Durham,2/17/2014,ScienceOnline,MA089,,NC
CPR_SH.MA090,Adult,Durham,2/17/2014,ScienceOnline,MA090,,NC
CPR_SH.MA094,Adult,Durham,2/17/2014,ScienceOnline,MA094,,NC
CPR_SH.MA095,Adult,Durham,2/17/2014,ScienceOnline,MA095,,NC
CPR_SH.MA097,Adult,Durham,2/17/2014,ScienceOnline,MA097,,NC
CPR_SH.MA098,Adult,Durham,2/17/2014,ScienceOnline,MA098,,NC
CPR_SH.MA099,Adult,Durham,2/17/2014,ScienceOnline,MA099,,NC
CPR_SH.MA100,Adult,Durham,2/17/2014,ScienceOnline,MA100,,NC
CPR_SH.MB001,Adult,Durham,2/17/2014,ScienceOnline,MB001,,NC
CPR_SH.MB002,Adult,Durham,2/17/2014,ScienceOnline,MB002,,NC
CPR_SH.MB004,Adult,Durham,2/17/2014,ScienceOnline,MB004,,NC
CPR_SH.MB006,Adult,Durham,2/17/2014,ScienceOnline,MB006,,NC
CPR_SH.MB008,Adult,Durham,2/17/2014,ScienceOnline,MB008,,NC
CPR_SH.MB009,Adult,Durham,2/17/2014,ScienceOnline,MB009,,NC
CPR_SH.MB011,Adult,Durham,2/17/2014,ScienceOnline,MB011,,NC
CPR_SH.MB012,Adult,Durham,2/17/2014,ScienceOnline,MB012,,NC
CPR_SH.MB013,Adult,Durham,2/17/2014,ScienceOnline,MB013,,NC
CPR_SH.MB014,Adult,Durham,2/17/2014,ScienceOnline,MB014,,NC
CPR_SH.MB015,Adult,Durham,2/17/2014,ScienceOnline,MB015,,NC
CPR_SH.MB017,Adult,Durham,2/17/2014,ScienceOnline,MB017,,NC
CPR_SH.MB018,Adult,Durham,2/17/2014,ScienceOnline,MB018,,NC
CPR_SH.MB019,Adult,Durham,2/17/2014,ScienceOnline,MB019,,NC
CPR_SH.MB020,Adult,Durham,2/17/2014,ScienceOnline,MB020,,NC
CPR_SH.MB022,Adult,Durham,2/17/2014,ScienceOnline,MB022,,NC
CPR_SH.MB023,Adult,Durham,2/17/2014,ScienceOnline,MB023,,NC
CPR_SH.MB025,Adult,Durham,2/17/2014,ScienceOnline,MB025,,NC
CPR_SH.MB026,Adult,Durham,2/17/2014,ScienceOnline,MB026,,NC
CPR_SH.MB027,Adult,Durham,2/17/2014,ScienceOnline,MB027,,NC
CPR_SH.MB029,Adult,Durham,2/17/2014,ScienceOnline,MB029,,NC
CPR_SH.MB031,Adult,Durham,2/17/2014,ScienceOnline,MB031,,NC
CPR_SH.MB032,Adult,Durham,2/17/2014,ScienceOnline,MB032,,NC
CPR_SH.MB037,Adult,Durham,2/17/2014,ScienceOnline,MB037,,NC
CPR_SH.MB038,Adult,Durham,2/17/2014,ScienceOnline,MB038,,NC
CPR_SH.MB039,Adult,Durham,2/17/2014,ScienceOnline,MB039,,NC
CPR_SH.MB040,Adult,Durham,2/17/2014,ScienceOnline,MB040,,NC
CPR_SH.MB041,Adult,Durham,2/17/2014,ScienceOnline,MB041,,NC
CPR_SH.MB042,Adult,Durham,2/17/2014,ScienceOnline,MB042,,NC
CPR_SH.MB044,Adult,Durham,2/17/2014,ScienceOnline,MB044,,NC
CPR_SH.MB045,Adult,Durham,2/17/2014,ScienceOnline,MB045,,NC
CPR_SH.MB046,Adult,Durham,2/17/2014,ScienceOnline,MB046,,NC
CPR_SH.MB048,Adult,Durham,2/17/2014,ScienceOnline,MB048,,NC
CPR_SH.MB049,Adult,Durham,2/17/2014,ScienceOnline,MB049,,NC
CPR_SH.MB050,Adult,Durham,2/17/2014,ScienceOnline,MB050,,NC
CPR_SH.MB051,Adult,Durham,2/17/2014,ScienceOnline,MB051,,NC
CPR_SH.MB052,Adult,Durham,2/17/2014,ScienceOnline,MB052,,NC
CPR_SH.MB055,Adult,Durham,2/17/2014,ScienceOnline,MB055,,NC
CPR_SH.MB056,Adult,Durham,2/17/2014,ScienceOnline,MB056,,NC
CPR_SH.MB057,Adult,Durham,2/17/2014,ScienceOnline,MB057,,NC
CPR_SH.MB058,Adult,Durham,2/17/2014,ScienceOnline,MB058,,NC
CPR_SH.MB062,Adult,Durham,2/17/2014,ScienceOnline,MB062,,NC
CPR_SH.MB063,Adult,Durham,2/17/2014,ScienceOnline,MB063,,NC
CPR_SH.MB064,Adult,Durham,2/17/2014,ScienceOnline,MB064,,NC
CPR_SH.MB066,Adult,Durham,2/17/2014,ScienceOnline,MB066,,NC
CPR_SH.MB067,Adult,Durham,2/17/2014,ScienceOnline,MB067,,NC
CPR_SH.MB068,Adult,Durham,2/17/2014,ScienceOnline,MB068,,NC
CPR_SH.MB069,Adult,Durham,2/17/2014,ScienceOnline,MB069,,NC
CPR_SH.MB070,Adult,Durham,2/17/2014,ScienceOnline,MB070,,NC
CPR_SH.MB071,Adult,Durham,2/17/2014,ScienceOnline,MB071,,NC
CPR_SH.MB072,Adult,Durham,2/17/2014,ScienceOnline,MB072,,NC
CPR_SH.MB074,Adult,Durham,2/17/2014,ScienceOnline,MB074,,NC
CPR_SH.MB077,Adult,Durham,2/17/2014,ScienceOnline,MB077,,NC
CPR_SH.MB081,Adult,Durham,2/17/2014,ScienceOnline,MB081,,NC
CPR_SH.MB083,Adult,Durham,2/17/2014,ScienceOnline,MB083,,NC
CPR_SH.MB085,Adult,Durham,2/17/2014,ScienceOnline,MB085,,NC
CPR_SH.MB086,Adult,Durham,2/17/2014,ScienceOnline,MB086,,NC
CPR_SH.MB090,Adult,Durham,2/17/2014,ScienceOnline,MB090,,NC
CPR_SH.MB093,Adult,Durham,2/17/2014,ScienceOnline,MB093,,NC
